Year,Age,Weight,Length,Sex,Maturity
2004,12,3,670,Male,6
2004,8,2.5,620,Male,2
2004,13,2.7,610,Male,2
2004,9,2.2,590,Female,2
2004,7,4.2,700,Female,3
2004,7,2.7,660,Female,6
2004,17,2.9,660,Male,3
2004,9,3.6,690,Female,3
2004,24,3.6,680,Female,3
2004,8,3.3,640,Male,6
2004,26,2.4,600,Female,3
2004,32,3.2,680,Male,6
2004,30,3.6,730,Female,6
2004,8,3.1,680,Female,3
2004,22,5.2,800,Female,6
2004,6,2.4,610,Female,2
2004,7,2.5,620,Female,3
2004,7,3.2,680,Female,4
2004,7,3.1,680,Female,6
2004,29,3.3,670,Male,3
2004,7,2.9,660,Male,2
2004,16,3,650,Female,3
2004,13,3.3,690,Male,3
2004,31,3.6,710,Female,3
2004,10,3,650,Female,2
2004,6,3.8,700,Female,3
2004,7,2.4,600,Male,2
2004,47,9.9,960,Female,3
2004,7,3.4,650,Female,3
2004,47,3.7,750,Male,3
2004,9,2.3,620,Female,6
2004,30,5.4,770,Female,3
2004,9,2.4,620,Female,6
2004,19,4.8,790,Female,6
2004,8,2.6,590,Male,3
2004,19,3.5,680,Male,3
2004,29,2.7,640,Male,6
2004,7,2.8,640,Female,2
2004,14,3.5,690,Male,3
2004,9,2.5,620,Male,2
2004,9,3.6,690,Female,6
2004,6,3.3,670,Female,3
2004,29,4.3,750,Male,3
2004,8,2.4,610,Male,2
2004,55,5.4,800,Female,3
2004,27,2.9,650,Male,6
2004,10,2.9,640,Female,3
2004,9,3.8,710,Female,3
2004,35,6.3,820,Female,3
2004,9,2.8,630,Male,3
2004,33,5.4,820,Female,3
2004,36,8.9,900,Female,3
2004,7,4.2,700,Female,3
2004,9,3.5,690,Female,3
2004,8,4,680,Male,3
2004,8,4,750,Female,6
2004,9,4.5,730,Female,6
2004,6,3.1,650,Female,2
2004,7,3.4,720,Female,3
2004,34,5.7,810,Female,3
2004,11,3.8,680,Female,3
2004,10,1.9,560,Male,3
2004,12,6.7,840,Female,3
2004,8,3.9,720,Female,6
2004,8,3.6,660,Male,3
2004,6,4.6,740,Female,2
2004,19,3.4,670,Male,3
2004,9,2.4,610,Male,2
2004,10,2.8,630,Male,3
2004,21,8.2,900,Female,6
2004,26,3.1,650,Male,6
2004,7,2.4,610,Male,3
2004,9,3.9,700,Female,3
2004,7,2.7,610,Male,3
2004,11,3.2,670,Female,6
2004,25,3.7,700,Male,6
2004,34,4,710,Male,6
2004,8,2.8,620,Female,2
2004,8,3.3,660,Female,3
2004,8,4.4,750,Female,6
2004,6,3.5,680,Female,3
2004,7,2.6,610,Female,2
2004,13,3.1,680,Male,3
2004,16,3.7,700,Female,2
2004,6,2.7,610,Female,2
2004,10,2.6,620,Male,6
2004,6,2.2,690,Female,2
2004,31,6.8,810,Female,6
2004,7,3.1,650,Female,2
2004,53,5.6,770,Female,6
2004,25,3.2,680,Male,6
2004,17,2.3,600,Male,6
2004,10,4.9,740,Female,3
2004,30,2.9,660,Male,6
2004,16,2.9,660,Female,3
2004,13,3.7,690,Female,3
2004,37,3,660,Female,6
2004,33,3.1,670,Male,6
2004,8,3.8,720,Female,3
2004,12,3,630,Male,3
2004,37,8.2,910,Female,5
2004,7,2.9,640,Female,2
2004,21,2.2,610,Male,6
2004,9,1.9,550,Male,6
2004,7,1.9,570,Male,1
2004,8,3.4,680,Female,3
2004,36,5.4,810,Female,5
2004,12,2.7,610,Male,6
2004,23,3,640,Male,6
2004,22,2.5,620,Male,6
2004,17,4.5,710,Female,3
2004,14,2.4,670,Male,6
2004,41,6.3,840,Male,6
2004,7,3,650,Female,3
2004,7,3.6,670,Female,3
2004,15,5.5,790,Female,3
2004,6,2.1,590,Female,1
2004,10,2.9,660,Female,3
2004,15,2.7,630,Male,6
2004,7,3.1,610,Male,3
2004,9,3.8,700,Female,3
2004,11,3.5,700,Female,2
2004,8,3.2,650,Female,3
2004,31,3.6,680,Male,6
2004,14,8.2,860,Female,3
2004,9,3,660,Female,3
2004,7,2.7,640,Male,6
2004,8,2.8,590,Female,2
2004,23,3.7,690,Male,6
2004,22,3.9,710,Male,6
2004,7,2.6,620,Male,3
2004,7,2.6,610,Male,3
2004,5,3.3,660,Male,3
2004,6,1.9,560,Male,6
2004,16,3.6,690,Female,3
2004,5,2.1,600,Male,3
2004,8,3.1,640,Male,3
2004,6,3.7,680,Female,3
2004,6,3.4,690,Female,3
2004,24,7.5,910,Female,5
2004,7,2.6,610,Male,6
2004,7,2,590,Male,1
2004,9,3.8,700,Male,6
2004,6,2.2,600,Female,2
2004,7,2.7,590,Female,2
2004,9,2.4,640,Female,2
2004,6,2.3,600,Male,2
2004,35,4.5,740,Male,6
2004,6,2.7,640,Female,3
2004,7,3,650,Male,3
2004,32,3.2,660,Male,6
2004,10,2.8,630,Female,6
2004,7,3.55,670,Female,3
2004,8,3.53,650,Female,3
2004,6,2.54,600,Female,2
2004,6,2.35,600,Female,2
2004,9,3.88,680,Female,3
2004,9,3.64,680,Female,3
2004,8,2.85,610,Female,3
2004,7,4.09,700,Female,6
2004,12,3.19,630,Male,3
2004,6,2.84,590,Male,6
2004,6,3.37,640,Female,6
2004,8,2.91,630,Female,3
2004,7,4.27,700,Female,3
2004,8,3.35,640,Male,3
2004,23,3.49,670,Male,3
2004,8,2.79,620,Female,6
2004,13,3.91,680,Male,3
2004,25,6.59,840,Female,3
2004,9,3.54,670,Female,3
2004,6,2.79,640,Female,6
2004,8,2.62,610,Male,2
2004,10,4.1,750,Female,3
2004,29,8.2,900,Female,6
2004,19,2.9,670,Male,3
2004,37,2.9,620,Male,3
2004,11,2.4,600,Male,2
2004,21,4.7,750,Female,3
2004,11,3.2,690,Female,2
2004,15,3,640,Female,3
2004,54,4.4,720,Male,6
2004,27,6.5,830,Female,3
2004,12,3.6,700,Female,3
2004,20,5.9,810,Female,3
2004,30,4.7,760,Female,3
2004,38,8.2,880,Female,3
2004,28,3.1,680,Male,3
2004,44,4.5,740,Male,3
2004,33,2.7,620,Male,3
2004,9,2.9,670,Female,2
2004,11,4.2,740,Female,6
2004,10,4.3,730,Female,3
2004,16,2.9,620,Female,3
2004,20,4.3,690,Female,3
2004,23,2.9,620,Male,3
2004,29,7.2,890,Female,3
2004,32,3.4,620,Male,3
2004,43,2.9,640,Male,6
2004,12,2.8,650,Female,2
2004,20,4.6,690,Female,4
2004,20,3.4,710,Female,3
2004,26,2.8,610,Male,3
2004,18,3.5,670,Male,6
2004,22,7.1,850,Female,3
2004,6,2.5,600,Female,2
2004,11,4.4,730,Female,6
2004,8,1.8,560,Male,1
2004,11,4.9,750,Female,3
2004,8,4.8,710,Female,3
2004,5,2,580,Male,2
2004,6,4.1,710,Female,3
2004,24,5.8,820,Female,3
2004,26,2.5,620,Male,6
2004,11,2.4,580,Male,2
2004,22,3.5,700,Male,3
2004,8,3.6,650,Male,3
2004,6,3.1,650,Male,3
2004,11,2.7,610,Male,3
2004,12,2.8,610,Male,3
2004,43,4.8,780,Male,6
2004,7,2.9,600,Male,3
2004,10,2.7,610,Male,3
2004,10,4,700,Female,3
2004,9,4.9,700,Male,3
2004,7,1.9,560,Female,2
2004,6,2.2,570,Male,3
2004,21,6.7,840,Female,5
2004,8,3.8,700,Female,5
2004,8,3.7,660,Male,3
2004,9,2.8,630,Female,2
2004,7,4.4,730,Female,5
2004,6,3,660,Female,3
2004,8,3.2,640,Female,5
2004,25,4.9,770,Female,3
2004,23,3.2,680,Male,3
2004,9,3.5,660,Female,5
2004,9,3.4,680,Female,3
2004,6,2.5,600,Female,2
2004,11,4.6,710,Female,3
2004,52,4,700,Male,3
2004,50,3.7,660,Male,6
2004,11,4,710,Male,3
2004,47,3.7,690,Male,6
2004,8,3.2,640,Male,3
2004,6,2.4,610,Female,2
2004,7,2.6,630,Male,3
2004,8,3.4,680,Female,3
2004,53,5.1,750,Male,6
2004,7,3.4,700,Female,2
2004,7,2.4,600,Male,3
2004,9,2,550,Male,2
2004,6,2.5,600,Male,3
2004,9,3.7,700,Female,5
2004,18,2.8,620,Male,2
2004,9,3.9,700,Female,3
2004,10,2.5,610,Male,5
2004,28,4.4,730,Male,3
2004,12,2.9,650,Female,3
2004,11,3.5,700,Female,3
2004,7,3.4,670,Female,3
2004,26,3.1,650,Male,6
2004,8,2.5,600,Male,5
2004,8,2.9,660,Female,3
2004,8,4,730,Female,3
2004,9,3.7,690,Female,3
2004,10,5.2,760,Female,3
2004,10,3.4,660,Female,3
2004,6,2.2,590,Male,3
2004,9,3.4,670,Female,3
2004,9,3.2,680,Female,2
2004,8,1.3,500,Female,1
2004,8,2.6,610,Male,3
2004,7,3,650,Female,3
2004,26,5.7,800,Female,3
2004,6,2.35,580,Male,2
2004,5,2.63,610,Male,2
2004,7,3.18,660,Female,3
2004,40,7.79,870,Female,3
2004,23,3.7,680,Male,3
2004,31,3.1,650,Male,6
2004,39,10.8,990,Female,6
2004,8,3.5,630,Male,3
2004,9,3.2,670,Female,3
2004,33,4.7,760,Male,3
2004,20,4.6,770,Female,5
2004,10,3.7,700,Female,3
2004,31,7,850,Female,6
2004,8,2.8,620,Male,2
2004,10,3.6,660,Female,5
2004,7,3.3,680,Female,6
2004,6,3.4,670,Female,3
2004,6,2.6,600,Male,3
2004,6,3,660,Female,2
2004,12,6.5,860,Female,6
2004,9,3.2,690,Female,3
2004,8,2.3,590,Male,6
2004,9,2.8,670,Female,3
2004,6,2.2,590,Male,6
2004,12,6,800,Female,3
2004,47,4.5,740,Male,6
2004,11,4.4,740,Female,3
2004,8,2.6,630,Female,2
2004,9,3.2,600,Male,6
2004,33,4.8,720,Male,5
2004,9,3.5,650,Male,6
2004,9,3.8,690,Female,3
2004,8,3.6,690,Female,3
2004,22,4.5,770,Female,3
2004,4,2.2,590,Female,2
2004,45,3,660,Male,3
2004,11,3.1,630,Male,3
2004,10,2.7,620,Male,3
2004,9,4.5,740,Female,3
2004,7,3.4,690,Female,3
2004,17,3,770,Female,3
2004,8,2.33,580,Male,3
2004,29,3.26,700,Female,4
2004,7,3.13,660,Female,2
2004,6,3.25,640,Female,6
2004,7,5.16,760,Female,3
2004,28,9.3,960,Female,3
2004,47,7.3,830,Female,3
2004,37,6.5,820,Female,3
2004,47,10.4,940,Female,3
2004,8,2.91,630,Male,3
2004,6,3.2,650,Female,6
2004,7,2.83,620,Male,3
2004,7,3.65,690,Female,3
2004,5,2.88,620,Female,6
2004,6,3.59,650,Female,6
2004,5,2.62,620,Female,6
2004,5,2.5,610,Female,3
2004,5,2.59,600,Male,2
2004,7,4.01,680,Female,3
2004,8,4.55,720,Female,3
2004,7,3.36,670,Female,3
2004,6,3.81,710,Female,3
2004,7,2.85,620,Female,2
2004,6,2.77,610,Male,3
2004,9,3.23,680,Female,3
2004,8,4.26,720,Female,3
2004,6,6.73,800,Female,3
2004,6,4.15,700,Female,3
2004,9,3.4,660,Female,3
2004,5,2.8,610,Female,2
2004,6,3.9,670,Female,3
2004,6,3.4,700,Female,3
2004,6,3.4,680,Female,3
2004,5,2.7,620,Female,2
2004,8,2.5,600,Male,3
2004,8,2.9,640,Female,3
2004,5,2.6,600,Male,3
2004,6,3.6,680,Female,3
2004,44,8.2,900,Female,5
2004,6,3.9,700,Female,2
2004,11,3.1,660,Female,3
2004,19,6.3,800,Female,3
2004,10,4,710,Female,3
2004,6,3.1,630,Female,2
2004,9,4,680,Female,3
2004,6,2.1,600,Female,2
2004,24,5,750,Female,3
2004,12,3.1,650,Female,3
2004,7,3.7,680,Female,3
2004,28,6,860,Female,3
2004,6,4.3,740,Female,5
2004,9,4.1,720,Female,3
2004,5,2.8,630,Male,3
2004,9,3.33,660,Female,3
2004,7,2.96,640,Male,2
2004,6,3.14,660,Female,3
2004,12,6.13,830,Female,3
2004,7,3.46,680,Female,3
2004,12,3.78,690,Male,3
2004,7,2.64,640,Male,3
2004,6,2.96,680,Female,3
2004,10,2.85,670,Male,6
2004,8,2.56,630,Male,3
2004,9,4.86,720,Female,3
2004,7,3.91,700,Female,3
2004,22,2.1,600,Male,6
2004,31,3.5,690,Male,3
2004,24,3.3,680,Male,3
2004,44,10.3,950,Female,3
2004,36,3.3,680,Male,3
2004,8,4.1,700,Female,3
2004,40,3.8,690,Male,6
2004,13,4.7,770,Female,3
2004,8,3.2,680,Female,3
2004,7,3.1,630,Male,3
2004,29,3.3,650,Male,6
2004,7,3.2,640,Male,3
2004,9,3.5,670,Female,6
2004,38,3.4,710,Male,6
2004,17,3.7,690,Female,6
2004,8,1.8,560,Male,2
2004,27,2.9,640,Male,6
2004,24,3.5,670,Male,3
2004,9,3.2,650,Female,3
2004,31,6,790,Female,3
2004,10,5.3,750,Female,3
2004,17,3.1,650,Male,3
2004,10,2.8,640,Female,6
2004,6,2.9,650,Female,3
2004,5,1.7,540,Female,2
2004,6,3.4,680,Female,2
2004,6,3.4,670,Female,2
2004,9,3.4,670,Female,3
2004,12,4.1,690,Male,3
2004,25,6.3,800,Female,6
2004,7,2.9,650,Female,3
2004,8,4.9,750,Female,6
2004,7,4.5,730,Female,3
2004,9,2,560,Male,3
2004,37,3.3,630,Male,6
2004,11,2.2,590,Male,6
2004,24,2.7,620,Male,6
2004,13,3.8,610,Male,6
2004,10,2.9,620,Female,3
2004,6,2,600,Female,2
2004,11,2.7,660,Male,2
2004,8,3.3,650,Male,6
2004,5,2.9,620,Male,6
2004,15,2.7,640,Male,6
2004,26,4.6,760,Female,3
2004,10,3.9,690,Female,6
2004,21,6.9,820,Female,3
2004,8,2.5,610,Female,2
2004,8,3.4,670,Female,2
2004,5,3.2,650,Female,3
2004,5,2.41,590,Male,3
2004,5,2.5,600,Male,1
2004,6,3.03,620,Male,3
2004,4,3.37,670,Female,6
2004,5,4.59,730,Female,3
2004,7,4.23,740,Female,3
2004,6,3.12,640,Male,3
2004,6,2.25,590,Male,3
2004,4,3.84,660,Female,3
2004,5,3.02,600,Male,2
2004,4,3.49,670,Female,6
2004,4,2.53,580,Male,2
2004,44,4.04,720,Male,3
2004,6,3.49,670,Female,3
2004,53,3.4,670,Male,6
2004,27,5.38,790,Female,3
2004,23,4.12,660,Male,3
2004,7,3.26,670,Female,3
2004,8,2.83,620,Male,3
2004,6,3.5,670,Female,6
2004,8,3.97,700,Female,3
2004,8,2.9,630,Male,3
2004,7,3,640,Male,3
2004,16,4.2,730,Female,3
2004,18,5.2,740,Female,3
2004,5,3.6,650,Female,3
2004,7,4.5,720,Female,6
2004,9,3.7,680,Female,2
2004,32,11.5,930,Female,3
2004,8,3.3,690,Female,3
2004,7,3.6,690,Female,5
2004,10,2.7,630,Female,3
2004,9,3,650,Female,3
2004,19,4.7,750,Female,3
2004,8,2.5,600,Male,3
2004,18,3.1,650,Male,6
2004,26,3.9,710,Female,5
2004,6,3.7,690,Female,3
2004,23,4.1,740,Female,3
2004,9,4,690,Female,3
2004,28,4,690,Female,3
2004,10,3.3,670,Male,3
2004,9,4.2,710,Female,5
2004,7,3.3,650,Female,3
2004,5,1.7,560,Female,1
2004,7,2.8,600,Male,3
2004,6,2.9,640,Male,6
2004,6,3.7,690,Female,3
2004,4,2.1,610,Female,2
2004,36,4.3,700,Male,3
2004,30,3.2,660,Male,3
2004,37,3.8,700,Male,6
2004,27,2.9,630,Male,3
2004,21,6.2,820,Female,5
2004,9,3.1,630,Male,3
2004,12,3.1,670,Female,5
2004,11,2.9,610,Male,6
2004,8,3.8,710,Female,5
2004,6,2.7,630,Male,6
2004,7,3.6,670,Female,3
2004,7,3.3,650,Female,3
2004,8,4.9,730,Female,3
2004,6,3.1,650,Female,2
2004,11,3.6,700,Female,3
2004,9,3.1,640,Male,3
2004,6,3.1,670,Female,3
2004,49,11.2,1030,Female,5
2004,62,4,690,Male,6
2004,8,3.8,680,Female,3
2004,9,3.4,690,Female,3
2004,7,3.7,720,Female,3
2004,32,4.2,760,Male,3
2004,29,3.3,690,Male,3
2004,12,3.7,690,Female,3
2004,8,3.1,650,Female,2
2004,37,3.9,680,Female,3
2004,10,4,730,Female,3
2004,10,1.7,530,Female,1
2004,9,2.9,650,Female,5
2004,6,2.8,640,Male,5
2004,11,3.8,720,Male,3
2004,6,3.9,700,Female,3
2004,8,2.8,590,Female,3
2004,11,4,730,Female,3
2004,8,3.16,640,Female,3
2004,9,3.4,670,Female,3
2004,6,2.75,620,Female,2
2004,4,2.35,600,Female,2
2004,6,2.55,600,Male,3
2004,6,2.56,600,Male,3
2004,5,2.7,640,Female,6
2004,8,1.65,560,Male,2
2004,5,2.56,610,Male,2
2004,8,3.97,720,Female,3
2004,5,3.37,640,Female,6
2004,8,3.64,670,Female,3
2004,15,3.74,670,Male,3
2004,8,3.02,640,Female,6
2004,5,3.12,640,Female,6
2004,6,1.96,560,Female,2
2004,31,3.2,650,Male,6
2004,9,4.9,730,Female,3
2004,8,3.2,670,Female,3
2004,22,4.2,770,Female,3
2004,21,5.3,820,Female,3
2004,13,2.9,640,Male,6
2004,13,2.7,650,Female,3
2004,5,2.6,600,Male,6
2004,9,4.1,700,Female,3
2004,14,5.3,790,Female,3
2004,8,4.2,690,Female,3
2004,39,5.9,830,Female,3
2004,24,5.4,770,Female,3
2004,29,3.4,650,Male,3
2004,28,6.8,860,Female,3
2004,21,8.8,870,Female,3
2004,44,5,740,Male,6
2004,19,4,650,Male,6
2004,9,3.3,660,Male,3
2004,9,2.4,580,Male,6
2004,7,3.6,700,Female,3
2004,31,4.5,720,Female,3
2004,26,6.9,820,Female,3
2004,7,3,620,Female,3
2004,16,4.3,690,Female,3
2004,19,3,620,Male,6
2004,5,3,630,Male,3
2004,12,4.6,730,Female,3
2004,30,6.5,880,Female,3
2004,15,2.5,610,Male,6
2004,13,5.2,790,Female,3
2004,37,2.9,670,Male,6
2004,20,7.9,570,Female,3
2004,8,3.1,650,Male,3
2004,6,3.6,650,Female,3
2004,21,7.5,840,Female,5
2004,7,2.5,610,Female,2
2004,21,2.9,630,Female,6
2004,10,3.8,690,Male,5
2004,6,2.7,640,Female,2
2004,16,4,710,Female,5
2004,9,4.2,720,Female,5
2004,12,3.2,670,Male,3
2004,6,2.3,590,Male,3
2004,8,3.1,630,Female,3
2004,33,3.3,660,Male,6
2004,13,3.1,640,Female,4
2004,9,1.8,550,Male,1
2004,48,5.8,810,Female,5
2004,13,3.8,700,Female,3
2004,9,4.1,730,Female,3
2004,16,5.9,790,Female,3
2004,21,6.9,850,Female,3
2004,11,3.1,640,Male,5
2004,37,3.5,650,Male,6
2004,14,3.6,690,Female,3
2004,9,4,710,Female,3
2004,9,3.6,690,Female,3
2004,8,3.4,680,Female,3
2004,34,3,630,Male,6
2004,27,6.8,880,Female,5
2004,8,4.2,730,Female,3
2004,10,2.2,610,Male,6
2004,15,4.6,740,Female,3
2004,45,3.1,670,Male,9
2004,9,2.4,610,Female,3
2004,25,5.5,770,Female,3
2004,21,3.7,690,Male,5
2004,10,4.2,720,Female,3
2004,8,2.6,590,Male,3
2004,5,4.9,750,Female,3
2004,7,4,720,Female,3
2004,6,2.5,600,Male,2
2004,6,4.5,710,Male,3
2004,6,2.5,590,Male,3
2004,6,2.5,600,Female,2
2004,11,3.6,710,Female,5
2004,6,3.6,700,Female,5
2004,30,6.4,860,Female,3
2004,9,4.6,750,Female,3
2004,29,4.1,730,Female,3
2004,23,7.5,860,Female,5
2004,9,1.7,540,Male,1
2004,9,2.4,580,Female,2
2004,19,7.9,850,Female,3
2004,29,6.3,830,Female,5
2004,8,3.9,670,Female,3
2004,30,5.7,800,Female,5
2004,7,3.1,650,Male,5
2004,22,6.4,770,Female,4
2004,21,5.9,630,Female,3
2004,22,3.5,680,Male,3
2004,6,2.1,570,Male,6
2004,27,4.1,740,Female,3
2004,6,3.3,670,Female,5
2004,6,3,650,Male,3
2004,6,2.8,610,Male,3
2004,16,5.1,800,Female,3
2004,41,3.5,670,Male,5
2004,5,1.5,540,Male,1
2004,8,4.1,710,Female,5
2004,20,5.8,780,Male,3
2004,20,4.9,780,Female,3
2004,20,4.1,680,Female,5
2004,12,5.5,750,Female,3
2004,32,9.6,940,Female,3
2004,7,2.9,610,Male,3
2004,16,3.2,670,Female,3
2004,26,5.1,810,Female,3
2004,4,3,630,Female,3
2004,6,3.1,650,Female,2
2004,28,2.8,640,Male,5
2004,7,3,640,Male,3
2004,7,2.6,620,Female,2
2004,8,3.3,670,Male,3
2004,9,4.4,730,Female,3
2004,6,3.7,690,Female,3
2004,4,2.8,640,Female,3
2004,7,2.4,610,Male,3
2004,8,4.2,730,Female,3
2004,6,4.2,700,Female,3
2004,6,4.1,710,Female,3
2004,25,5.7,840,Female,5
2004,7,2,600,Female,2
2004,10,2.8,620,Male,3
2004,9,3.7,700,Female,3
2004,6,3.8,720,Female,3
2004,7,2.6,630,Male,3
2004,7,3.1,640,Female,2
2004,10,2.5,640,Female,3
2004,8,3.3,660,Female,2
2004,9,2.7,640,Female,1
2004,7,3.7,680,Female,3
2004,11,5.5,780,Female,3
2004,10,3.8,700,Female,3
2004,14,3.2,660,Female,5
2004,7,3.3,690,Female,3
2004,6,3.1,630,Male,3
2004,8,4.4,730,Female,3
2004,7,3.9,700,Female,3
2004,29,3.2,660,Female,2
2004,7,5.5,800,Female,5
2004,6,3.3,700,Female,3
2004,7,4.7,710,Female,3
2004,18,5.53,770,Female,3
2004,8,3.51,670,Female,3
2004,7,3.78,680,Female,3
2004,5,3.56,670,Female,3
2004,7,4.23,710,Female,3
2004,44,3.28,710,Female,3
2004,5,3.59,680,Female,3
2004,8,2.77,650,Female,3
2004,9,3.81,700,Female,3
2004,9,3.74,670,Male,3
2004,5,3.3,660,Female,6
2004,10,3.56,710,Female,3
2004,27,6.7,820,Female,3
2004,5,2.63,630,Female,2
2004,12,4.26,740,Female,3
2004,16,4.74,750,Male,3
2004,8,3.93,700,Female,3
2004,8,3.73,710,Female,3
2004,8,3.29,700,Female,3
2004,8,4.45,710,Female,3
2004,5,2.09,580,Female,2
2004,3,1.89,570,Male,1
2004,8,1.96,560,Female,3
2004,5,2.1,600,Male,1
2004,6,3.2,640,Male,3
2004,4,2.38,610,Female,2
2004,7,2.68,640,Female,3
2004,4,2.29,580,Female,2
2004,5,2.37,590,Male,3
2004,6,3.76,690,Female,3
2004,28,4.9,750,Female,3
2004,7,3.1,640,Male,5
2004,23,10.2,920,Female,3
2004,13,3.6,680,Male,5
2004,26,2.7,670,Male,6
2004,10,2.2,580,Female,2
2004,23,3.7,700,Male,5
2004,23,3.4,710,Female,3
2004,13,3.2,660,Male,5
2004,9,4.2,700,Female,3
2004,8,3.8,700,Female,3
2004,7,3.5,640,Male,3
2004,8,2.6,620,Female,3
2004,7,3.4,690,Female,3
2004,25,3.3,630,Male,3
2004,8,3,680,Female,2
2004,26,3.2,690,Male,3
2004,28,6.8,820,Female,3
2004,6,2.2,590,Male,3
2004,12,3.6,690,Female,3
2004,11,3.5,680,Female,3
2004,12,4.4,740,Female,3
2004,28,4.5,710,Male,3
2004,13,2.9,620,Female,3
2004,40,3.2,650,Male,3
2004,9,2.2,600,Male,2
2004,12,3.2,660,Male,3
2004,16,5,770,Female,3
2004,12,7.1,840,Female,3
2004,7,3.3,660,Female,3
2004,29,4.2,720,Female,3
2004,22,4.5,730,Female,3
2004,11,2.6,630,Female,3
2004,6,3.8,690,Female,3
2004,50,4.7,690,Male,3
2004,6,2.63,630,Female,3
2004,6,3.91,690,Female,3
2004,8,2.59,610,Male,3
2004,5,3.94,730,Female,3
2004,7,3.59,700,Female,3
2004,8,2.95,640,Male,3
2004,8,2.77,630,Male,3
2004,8,2.16,580,Female,3
2004,8,2.6,620,Male,3
2004,5,3.06,650,Male,3
2004,6,3.74,690,Female,3
2004,20,8.45,890,Female,3
2004,6,3.4,670,Female,3
2004,8,3.2,640,Male,3
2004,7,3.27,680,Female,3
2004,9,4.61,750,Female,3
2004,24,3.51,670,Male,3
2004,27,6.11,810,Male,3
2004,8,3.84,680,Female,3
2004,6,3.55,710,Female,3
2004,6,3.7,640,Female,3
2004,7,3.37,680,Female,3
2004,18,3.53,680,Male,3
2004,8,2.52,620,Male,3
2004,10,3.94,740,Female,3
2004,19,7.82,890,Female,3
2004,15,3.41,650,Male,3
2004,5,2.42,610,Male,3
2004,8,4.65,740,Male,3
2004,6,2.43,630,Female,6
2004,7,3.66,660,Male,3
2004,10,3.99,730,Female,3
2004,8,4.6,720,Female,3
2004,4,1.4,510,Female,1
2004,5,2.3,610,Female,2
2004,7,3,610,Male,6
2004,8,2.6,610,Male,3
2004,6,2.6,610,Female,2
2004,9,2.8,580,Male,3
2004,8,4,710,Female,3
2004,13,4.5,710,Male,3
2004,10,3.4,680,Female,3
2004,8,3.9,690,Female,3
2004,23,6,800,Female,3
2004,9,2.8,640,Female,2
2004,6,2.8,630,Male,1
2004,6,3.1,630,Female,3
2004,8,3.9,690,Female,3
2004,20,4.1,760,Female,5
2004,4,2.7,630,Male,3
2004,6,3.6,680,Female,3
2004,23,6.1,800,Female,3
2004,6,2.6,620,Female,2
2004,19,3.4,680,Male,3
2004,25,7.9,850,Female,3
2004,62,5.9,820,Male,3
2004,6,3.8,680,Female,3
2004,11,4,710,Female,3
2004,6,2.9,640,Female,2
2004,6,2.5,580,Male,6
2004,6,3.4,660,Female,2
2004,6,1.6,530,Female,2
2004,6,2.3,610,Female,2
2004,7,3.2,680,Female,3
2004,5,2.3,620,Male,3
2004,6,2.5,610,Male,3
2004,6,3.6,680,Female,3
2004,21,3.4,680,Male,3
2004,4,3.7,690,Female,3
2004,26,5.6,790,Female,3
2004,6,3,620,Male,3
2004,21,3.2,670,Male,3
2004,7,3.1,630,Male,3
2004,41,3.6,730,Male,3
2004,12,3.8,750,Female,3
2004,9,2.8,610,Male,3
2004,7,3.5,680,Female,3
2004,19,2.8,640,Male,3
2004,7,2.6,630,Female,1
2004,9,2.5,590,Male,3
2004,8,2.9,660,Female,3
2004,9,4.4,730,Male,3
2004,7,4.4,700,Female,3
2004,8,3.2,660,Male,3
2004,31,3.8,700,Male,3
2004,6,3.6,690,Female,3
2004,9,3.8,700,Female,3
2004,7,3.1,620,Male,3
2004,11,4.4,760,Female,3
2004,8,2.4,610,Male,3
2004,9,3.3,660,Female,3
2004,13,4.9,790,Female,3
2004,6,2.9,660,Female,3
2004,9,2.6,610,Male,3
2004,7,4.2,700,Female,3
2004,11,4.4,700,Female,3
2004,6,2.3,590,Male,1
2004,6,2.2,590,Male,1
2004,6,3,640,Female,2
2004,6,5.2,760,Female,3
2004,6,4.7,740,Female,3
2004,11,2.8,630,Female,2
2004,10,3.9,710,Female,3
2004,8,4.5,710,Female,3
2004,12,3,650,Female,3
2004,10,5,740,Female,3
2004,8,3.5,670,Female,3
2004,8,5.5,790,Female,3
2004,6,3.4,680,Male,5
2004,26,3.8,660,Male,3
2004,11,3.6,720,Female,3
2004,8,4,720,Female,3
2004,38,6.3,830,Female,5
2004,8,3.4,660,Female,3
2004,8,3.8,670,Male,3
2004,9,3.6,690,Male,3
2004,10,3.7,690,Female,3
2004,8,4.3,740,Female,3
2004,8,4.7,750,Female,3
2004,12,4.4,750,Female,3
2004,8,3.8,680,Female,3
2004,9,3.9,700,Male,3
2004,6,4.5,730,Female,3
2004,26,3.2,650,Male,6
2004,8,4.9,770,Female,3
2004,9,3.4,700,Female,3
2004,9,4.7,730,Female,3
2004,4,2.5,620,Female,2
2004,12,4.2,720,Female,3
2004,10,3.2,670,Male,6
2004,8,4,690,Female,3
2004,9,3.2,660,Female,3
2004,26,5.5,760,Female,5
2004,8,4.5,720,Female,3
2004,43,5.8,850,Female,3
2004,7,3.7,730,Female,3
2004,7,3.2,640,Female,3
2004,6,4.8,730,Female,3
2004,29,6.4,860,Female,3
2004,6,2.4,620,Female,3
2004,8,3.5,700,Female,2
