Year,Age,Weight,Length,Sex,Maturity
2002,6,2.3,610,Male,3
2002,6,1.8,540,Male,1
2002,16,6.1,800,Female,3
2002,17,4.5,720,Female,3
2002,36,5.1,730,Male,3
2002,5,3.4,650,Female,3
2002,10,4.3,740,Female,3
2002,26,7.2,860,Female,3
2002,29,5.3,750,Female,3
2002,6,3.7,650,Male,3
2002,7,3.6,660,Female,3
2002,4,1.4,530,Female,1
2002,27,3,640,Male,3
2002,8,3.2,650,Male,3
2002,4,2.7,630,Male,3
2002,7,3.9,710,Female,3
2002,9,5,790,Male,3
2002,6,4.9,720,Female,3
2002,24,4.2,720,Female,3
2002,9,5.6,790,Female,3
2002,10,3.6,680,Male,3
2002,11,4.5,720,Female,3
2002,22,3,630,Male,3
2002,8,2.2,620,Male,3
2002,9,2.2,620,Male,3
2002,30,3.5,660,Male,3
2002,6,2.3,630,Female,2
2002,37,3.3,670,Male,3
2002,12,3.8,680,Female,3
2002,11,4.67,750,Female,3
2002,6,1.38,510,Female,2
2002,8,1.61,530,Female,2
2002,13,5.17,770,Female,3
2002,10,1.78,570,Male,1
2002,13,2.84,660,Female,3
2002,17,4.17,730,Female,3
2002,9,3.61,690,Female,3
2002,10,2.86,610,Male,2
2002,6,1.25,500,Female,2
2002,9,2.46,620,Male,2
2002,17,4.08,710,Female,3
2002,12,3.83,700,Female,3
2002,8,2.42,600,Male,3
2002,10,1.51,520,Male,1
2002,10,2.67,640,Male,3
2002,13,3.73,710,Female,3
2002,7,1.58,550,Male,1
2002,7,1.78,570,Female,2
2002,9,2.87,640,Female,2
2002,7,2.68,620,Male,3
2002,57,8.46,890,Female,3
2002,8,1.86,570,Male,1
2002,12,2.77,630,Female,3
2002,16,3.89,690,Female,3
2002,11,3.61,670,Male,3
2002,8,1.42,540,Female,2
2002,10,1.5,540,Female,2
2002,10,2.5,630,Female,3
2002,10,3.41,660,Female,3
2002,11,2.61,640,Female,3
2002,13,3.77,700,Female,3
2002,9,1.38,540,Male,1
2002,21,3.77,680,Male,3
2002,62,4.59,710,Male,3
2002,34,4.68,740,Female,3
2002,27,7.92,860,Female,3
2002,22,4.6,740,Male,3
2002,40,4.8,760,Male,3
2002,12,5.4,780,Female,3
2002,32,5,760,Male,3
2002,60,6,810,Female,3
2002,50,3.2,690,Male,3
2002,29,3.9,710,Male,3
2002,15,5.1,770,Female,3
2002,9,2.7,620,Female,3
2002,17,3.8,700,Female,3
2002,22,3.1,630,Male,3
2002,19,4.1,730,Male,3
2002,11,2.5,610,Male,3
2002,9,2.4,610,Male,1
2002,9,2.8,650,Female,3
2002,9,2.9,640,Male,3
2002,48,3.6,700,Male,3
2002,5,2.1,500,Female,2
2002,6,2.3,610,Male,2
2002,13,2.7,630,Male,3
2002,68,6.7,820,Male,3
2002,9,2.5,590,Female,2
2002,12,5.6,720,Female,3
2002,16,2.5,630,Male,3
2002,7,2.2,600,Female,1
2002,17,5.4,790,Female,3
2002,34,1.9,590,Male,3
2002,10,2.5,630,Male,3
2002,10,2.9,650,Male,3
2002,13,3.7,690,Male,3
2002,31,2.2,620,Male,3
2002,9,2.4,610,Male,3
2002,26,3.8,700,Male,3
2002,10,3.1,690,Female,2
2002,6,3.5,710,Female,3
2002,5,3.8,700,Female,3
2002,29,3.5,660,Male,3
2002,8,3.4,680,Female,3
2002,21,3,650,Male,3
2002,13,2.5,630,Male,3
2002,13,6.1,800,Female,3
2002,25,4.8,760,Female,3
2002,21,4.4,720,Male,3
2002,7,1.4,560,Male,2
2002,22,4.4,760,Female,3
2002,24,7.8,880,Female,3
2002,10,4.7,760,Female,3
2002,8,3.5,660,Male,3
2002,6,2.2,600,Female,2
2002,22,5.1,750,Male,3
2002,10,6.7,830,Female,3
2002,31,4.5,710,Male,3
2002,11,4,680,Male,3
2002,9,4,720,Female,3
2002,37,4.5,730,Male,3
2002,16,2.8,620,Male,3
2002,29,3.8,690,Male,3
2002,10,3.1,640,Male,3
2002,6,3.5,650,Male,3
2002,9,2.5,610,Male,3
2002,7,2.2,590,Male,2
2002,9,2.5,650,Female,2
2002,9,4.2,720,Female,3
2002,9,3.5,720,Female,2
2002,9,2,600,Female,2
2002,9,4.6,730,Female,3
2002,12,3.4,690,Female,2
2002,7,2.1,570,Female,1
2002,10,3.9,670,Female,2
2002,7,2.9,610,Female,1
2002,7,2.7,640,Male,2
2002,11,3.7,700,Female,2
2002,9,2.7,620,Male,3
2002,15,3.1,620,Female,3
2002,10,2,590,Female,2
2002,8,2.2,570,Female,1
2002,8,3.1,640,Female,2
2002,8,3.54,670,Female,2
2002,9,3,660,Female,2
2002,9,3.95,730,Female,2
2002,9,2.14,590,Male,2
2002,7,2.41,610,Male,3
2002,31,4.09,690,Male,3
2002,13,4.5,730,Female,3
2002,32,4.33,690,Male,3
2002,8,5.4,760,Female,3
2002,26,4.26,720,Male,6
2002,6,3.41,680,Female,2
2002,19,9.8,910,Female,3
2002,16,5.7,780,Female,3
2002,8,5.09,770,Female,3
2002,7,3.39,650,Female,3
2002,7,3.87,710,Female,3
2002,8,2.38,620,Female,2
2002,20,6.08,800,Female,3
2002,3,3.07,650,Female,3
2002,3,2.58,610,Female,2
2002,7,2.63,600,Male,3
2002,9,4.42,720,Female,3
2002,16,5.67,810,Female,3
2002,6,4.56,750,Female,3
2002,5,1.41,520,Female,2
2002,7,2.72,600,Male,3
2002,18,3.39,650,Male,3
2002,5,1.94,590,Female,2
2002,18,5.82,790,Female,3
2002,5,1.88,570,Female,2
2002,26,4.56,730,Female,3
2002,28,4.21,740,Female,3
2002,21,6.08,810,Female,3
2002,17,2.91,630,Male,3
2002,25,6.26,830,Female,3
2002,26,4.11,670,Male,3
2002,7,3.88,690,Female,3
2002,28,4.32,720,Female,3
2002,6,1.83,550,Female,2
2002,27,4.95,770,Female,3
2002,25,7,820,Female,3
2002,15,3.9,720,Female,3
2002,11,4.3,690,Female,3
2002,9,3.8,660,Female,2
2002,8,2.6,660,Male,3
2002,8,2,520,Male,2
2002,12,3.3,670,Male,3
2002,29,5.5,790,Female,3
2002,29,5.9,820,Female,3
2002,7,2.6,590,Male,1
2002,12,6.5,820,Female,3
2002,11,3.4,650,Male,3
2002,13,4.4,700,Female,3
2002,19,6,780,Male,3
2002,10,2.4,590,Female,1
2002,13,4.3,690,Female,3
2002,14,6.8,790,Female,3
2002,18,4.6,700,Male,3
2002,17,3.6,680,Male,3
2002,14,4.4,750,Female,3
2002,18,3,660,Male,3
2002,9,3,640,Male,3
2002,13,3,600,Male,3
2002,12,4.1,710,Female,3
2002,25,4.8,700,Male,3
2002,10,4.5,700,Female,2
2002,7,2.5,600,Male,3
2002,29,3.4,670,Male,3
2002,9,2,570,Female,2
2002,33,3.9,700,Female,3
2002,8,3,640,Male,3
2002,17,7.2,810,Female,3
2002,11,2.5,620,Female,2
2002,11,6.5,760,Male,3
2002,8,2.5,620,Male,2
2002,9,2.8,620,Male,3
2002,9,2.5,640,Male,3
2002,7,4,690,Female,2
2002,11,2.5,590,Male,2
2002,13,2.8,610,Male,3
2002,15,5.9,790,Female,3
2002,9,2.5,600,Male,1
2002,9,2.6,650,Female,2
2002,25,5.4,800,Female,3
2002,7,1.7,540,Female,1
2002,7,3.7,660,Female,2
2002,8,2.6,610,Female,2
2002,7,2.9,610,Male,3
2002,8,5.6,790,Female,3
2002,7,2.1,570,Male,1
2002,10,3.8,680,Female,2
2002,10,3.3,640,Male,3
2002,13,4.9,720,Female,3
2002,8,3.7,670,Female,3
2002,12,4.4,730,Female,3
2002,41,3.8,690,Male,3
2002,13,3.9,690,Female,3
2002,9,4.3,710,Female,3
2002,9,4.8,740,Female,3
2002,11,4.4,740,Female,2
2002,9,3.4,660,Male,3
2002,14,2.3,610,Male,3
2002,21,6.1,810,Female,3
2002,8,2.5,600,Male,3
2002,7,2.2,510,Male,1
2002,17,5,770,Female,3
2002,10,3,620,Male,3
2002,13,5.1,760,Female,3
2002,46,6.67,810,Male,6
2002,6,3.66,670,Male,3
2002,23,7.74,860,Female,3
2002,20,3.23,660,Male,3
2002,31,5.95,790,Female,3
2002,5,3.69,700,Female,3
2002,4,2.35,580,Male,3
2002,10,4.99,760,Female,3
2002,26,2.57,610,Male,3
2002,4,3.91,680,Female,3
2002,10,3.35,660,Female,3
2002,24,4.97,800,Female,3
2002,9,5.18,780,Female,3
2002,4,3.14,660,Female,3
2002,4,4.16,730,Female,3
2002,8,5.22,780,Female,3
2002,18,3.12,660,Male,3
2002,6,4.24,720,Female,3
2002,24,6.55,790,Female,3
2002,18,4.62,730,Female,3
2002,8,4.82,760,Female,3
2002,35,4.26,730,Male,6
2002,44,4.15,710,Male,6
2002,29,5.09,740,Female,3
2002,40,8.79,900,Female,3
2002,13,6.4,800,Female,3
2002,32,3.4,650,Male,3
2002,9,4.5,740,Female,3
2002,7,2.9,630,Female,2
2002,11,2.7,610,Male,3
2002,42,4,690,Male,3
2002,19,7,840,Female,3
2002,12,4.5,730,Female,3
2002,34,4.2,710,Male,3
2002,9,2.8,640,Female,3
2002,44,5.2,770,Male,3
2002,26,3.9,650,Male,3
2002,7,1.7,560,Female,2
2002,31,4.5,690,Male,3
2002,33,5.7,760,Female,3
2002,11,2.3,600,Female,2
2002,33,7.1,830,Female,3
2002,33,7.2,820,Female,3
2002,65,4.3,730,Male,6
2002,32,5.6,770,Female,3
2002,13,2.6,580,Male,3
2002,30,3.6,690,Male,6
2002,19,3.3,650,Male,3
2002,27,6.8,850,Female,3
2002,17,1.3,510,Female,1
2002,19,6.9,840,Female,3
2002,34,7.9,890,Female,3
2002,24,6.4,830,Female,3
2002,17,3.3,680,Female,3
2002,17,2.8,640,Female,3
2002,11,3.7,690,Female,3
2002,32,4,700,Male,6
2002,18,2.8,620,Male,3
2002,29,4.7,700,Male,3
2002,27,4.5,710,Male,3
2002,8,4,690,Female,3
2002,29,3,630,Male,3
2002,9,2.7,570,Male,3
2002,8,3.2,650,Female,3
2002,10,2.8,610,Male,3
2002,11,5.2,770,Female,3
2002,32,6.8,830,Female,3
2002,11,3.2,620,Male,3
2002,8,1.6,520,Male,1
2002,8,2.3,570,Male,3
2002,8,2.7,610,Male,3
2002,8,2.1,560,Male,1
2002,10,2.5,610,Female,2
2002,11,2.6,610,Female,3
2002,10,2.5,590,Male,3
2002,8,4.5,730,Female,3
2002,8,2.1,580,Female,2
2002,11,2.2,570,Male,6
2002,25,4.2,720,Male,3
2002,8,2.4,600,Male,6
2002,8,2.1,580,Female,2
2002,16,4.9,750,Female,3
2002,10,2.3,580,Female,2
2003,7,2.3,590,Male,3
2003,6,3.34,640,Female,2
2003,8,4.33,710,Female,6
2003,46,4.44,730,Male,6
2003,33,4.02,720,Male,6
2003,13,2.74,610,Male,3
2003,10,1.95,570,Male,1
2003,11,1.85,580,Male,2
2003,12,2.8,650,Male,3
2003,9,3.23,670,Male,3
2003,21,3.24,680,Female,5
2003,11,3.74,710,Female,3
2003,16,3.72,700,Female,3
2003,14,2.59,620,Male,3
2003,11,3.46,670,Male,3
2003,29,4.3,740,Male,6
2003,10,2.76,640,Female,3
2003,11,1.78,570,Female,1
2003,9,3.12,670,Female,3
2003,7,3.47,690,Female,3
2003,9,2.73,610,Male,3
2003,7,4.23,700,Female,2
2003,5,1.4,540,Male,3
2003,5,1.3,500,Male,1
2003,27,3.54,700,Female,3
2003,37,7.8,900,Female,5
2003,31,6.3,810,Female,6
2003,9,3.5,640,Female,2
2003,29,5.1,770,Female,3
2003,26,6.6,820,Female,3
2003,9,4.6,700,Female,4
2003,33,12.2,970,Female,4
2003,14,2.6,590,Male,3
2003,30,6.3,780,Female,6
2003,33,8.12,860,Female,6
2003,9,4,660,Female,3
2003,8,3.6,680,Female,6
2003,24,4.4,740,Female,6
2003,20,8.5,900,Female,6
2003,23,5,800,Female,3
2003,26,5.8,810,Female,3
2003,18,3.6,660,Male,6
2003,8,3,610,Male,6
2003,25,3.3,640,Male,6
2003,44,6.1,840,Female,3
2003,11,3.1,650,Female,2
2003,10,2.6,590,Female,2
2003,24,4.5,770,Female,3
2003,7,3.5,680,Male,6
2003,12,5,730,Female,3
2003,10,2.5,620,Male,3
2003,27,6.3,830,Female,3
2003,38,3.8,680,Male,3
2003,26,5.4,800,Female,3
2003,10,3.1,660,Female,3
2003,29,8.2,900,Female,6
2003,11,3.2,670,Female,3
2003,8,4.4,700,Female,3
2003,16,5.2,740,Female,3
2003,10,5,620,Male,3
2003,33,8.7,920,Female,3
2003,36,5.1,780,Female,3
2003,39,5.5,740,Male,3
2003,17,4.4,720,Female,6
2003,34,6.2,840,Female,6
2003,38,2.5,760,Female,6
2003,6,3.8,680,Female,3
2003,11,2.8,650,Female,2
2003,36,8.8,910,Female,3
2003,34,4.8,750,Female,5
2003,21,6.06,840,Female,3
2003,22,3.81,700,Male,3
2003,10,2.39,620,Male,2
2003,12,3.21,690,Male,3
2003,23,3.06,630,Male,3
2003,7,4.37,740,Female,3
2003,13,3.17,670,Male,3
2003,22,3.61,670,Male,3
2003,12,2.99,640,Male,3
2003,32,4.01,710,Male,3
2003,30,9.99,1000,Female,3
2003,29,6.05,830,Male,3
2003,9,3.11,650,Male,2
2003,42,4.94,760,Male,3
2003,11,4.73,760,Female,3
2003,8,2.19,580,Male,3
2003,17,3.15,660,Male,3
2003,9,1.68,560,Female,2
2003,21,4.13,730,Male,6
2003,9,1.6,560,Female,2
2003,9,3.27,680,Female,6
2003,7,1.56,560,Male,1
2003,29,5.77,800,Female,6
2003,16,4.88,760,Female,3
2003,23,4.5,740,Female,6
2003,22,2.82,650,Male,3
2003,9,1.6,570,Female,2
2003,30,2.96,670,Male,6
2003,20,2.54,640,Male,3
2003,17,4.56,780,Male,3
2003,24,3.23,680,Male,3
2003,5,1.57,530,Female,2
2003,7,1.49,540,Male,2
2003,7,2.19,600,Male,3
2003,7,2.57,620,Male,3
2003,14,3.05,660,Male,3
2003,22,4.32,720,Female,3
2003,49,3.02,700,Female,6
2003,6,3.39,690,Male,3
2003,25,2.98,650,Male,3
2003,9,4.43,710,Female,3
2003,29,3.21,670,Male,3
2003,11,4.4,750,Female,6
2003,5,2.4,600,Male,2
2003,9,3.4,650,Male,6
2003,6,2.9,610,Male,6
2003,6,4.1,710,Female,6
2003,9,3.8,710,Female,3
2003,8,3.2,630,Female,6
2003,9,5,740,Female,3
2003,9,2.6,600,Male,6
2003,13,3,640,Male,3
2003,8,3.3,660,Female,3
2003,29,5.9,830,Female,3
2003,6,2.7,590,Male,3
2003,6,2.9,630,Female,2
2003,6,2.5,600,Male,2
2003,7,3.5,660,Female,3
2003,35,7.4,860,Female,3
2003,7,4.4,730,Female,5
2003,7,4.9,750,Female,3
2003,7,2.7,640,Male,3
2003,7,4,710,Female,3
2003,7,4.8,720,Female,3
2003,11,5.1,770,Female,6
2003,7,3.8,680,Female,6
2003,7,3.8,690,Female,6
2003,10,2.7,610,Male,3
2003,11,4,710,Female,3
2003,21,6.2,780,Female,3
2003,22,3.2,650,Male,6
2003,8,3.2,660,Female,6
2003,9,3,620,Male,3
2003,7,2.6,620,Female,6
2003,26,4.6,730,Male,6
2003,7,3,640,Female,5
2003,26,5.3,760,Female,5
2003,19,5.3,780,Female,6
2003,8,3.2,630,Female,6
2003,7,3.8,680,Female,6
2003,47,2.56,650,Male,6
2003,9,2.22,570,Male,6
2003,22,4.43,740,Female,3
2003,18,5.07,780,Female,3
2003,27,6.02,830,Female,6
2003,38,3.99,750,Male,3
2003,8,1.82,580,Female,2
2003,9,1.87,550,Male,1
2003,7,1.75,560,Male,1
2003,24,4.45,750,Female,6
2003,12,2.51,620,Male,2
2003,8,2.23,600,Male,3
2003,7,2.46,620,Female,2
2003,7,2.43,610,Male,2
2003,6,2.23,600,Female,2
2003,12,2.61,630,Female,3
2003,60,4.63,760,Male,6
2003,13,1.82,560,Male,2
2003,5,1.36,530,Female,2
2003,12,1.86,580,Female,2
2003,9,2.49,620,Female,2
2003,13,2.14,590,Male,2
2003,10,2,570,Male,2
2003,32,3.44,710,Male,3
2003,22,4.6,760,Female,5
2003,7,1.43,510,Male,2
2003,9,2.09,610,Male,3
2003,27,4.89,750,Female,6
2003,7,1.78,560,Female,3
2003,21,3.41,690,Female,3
2003,20,6.84,840,Female,3
2003,6,1.42,550,Female,2
2003,15,2.92,630,Male,3
2003,5,2.48,630,Female,2
2003,6,3.59,690,Female,5
2003,23,2.74,660,Male,3
2003,39,6.04,840,Female,5
2003,10,3.22,650,Male,3
2003,24,4.41,750,Male,3
2003,8,1.58,550,Male,1
2003,24,3.66,690,Male,3
2003,13,3.41,670,Female,5
2003,9,2.04,590,Female,2
2003,9,4.1,710,Female,2
2003,14,3.25,650,Female,5
2003,7,1.33,520,Female,2
2003,8,1.54,560,Female,2
2003,6,1.39,530,Female,2
2003,29,3.47,670,Male,5
2003,20,5.28,820,Male,5
2003,28,4.65,770,Female,5
2003,27,3.19,660,Male,3
2003,7,1.84,570,Female,2
2003,39,2.75,620,Male,3
2003,14,4.1,760,Female,5
2003,6,2.31,620,Female,3
2003,11,2.95,630,Male,3
2003,24,4.46,740,Female,3
2003,9,2.97,650,Female,6
2003,12,3.38,680,Female,5
2003,28,4.32,700,Female,3
2003,3,1.32,520,Male,1
2003,14,3.95,720,Female,3
2003,7,2.22,600,Female,2
2003,10,2.34,610,Male,3
2003,9,1.94,570,Female,2
2003,19,2.87,630,Male,3
2003,7,3.41,670,Female,6
2003,7,1.71,550,Male,1
2003,7,1.68,560,Male,1
2003,8,1.36,520,Female,2
2003,5,2.3,600,Male,6
2003,12,4.4,710,Male,6
2003,10,5.5,790,Female,3
2003,5,2.6,610,Male,2
2003,6,2.4,580,Female,3
2003,5,2.7,600,Female,2
2003,6,3.4,650,Male,2
2003,24,2.4,630,Male,6
2003,8,3.8,680,Female,2
2003,28,5.5,780,Female,3
2003,7,3.8,700,Female,2
2003,28,3.6,690,Male,3
2003,10,3,650,Female,3
2003,9,4,710,Female,2
2003,25,4.8,780,Female,3
2003,9,3,630,Male,3
2003,8,3.2,610,Male,3
2003,8,3.5,670,Female,3
2003,7,1.4,530,Female,1
2003,7,3.4,650,Female,2
2003,7,1,490,Female,1
2003,8,4.8,730,Female,6
2003,32,7.2,850,Female,3
2003,17,3.5,660,Male,3
2003,7,3.1,640,Female,2
2003,18,4.2,730,Female,3
2003,4,1.2,530,Female,1
2003,33,4,710,Male,3
2003,28,3.6,680,Male,6
2003,6,1.5,540,Female,1
2003,6,2.2,580,Female,2
2003,8,3.9,680,Female,6
2003,8,1.8,560,Female,2
2003,29,4.2,710,Male,3
2003,10,2.5,620,Male,2
2003,5,1.2,510,Female,1
2003,20,6,820,Female,3
2003,6,2.7,620,Female,3
2003,11,2.6,630,Male,3
2003,7,2.9,620,Female,3
2003,24,3.4,650,Male,3
2003,22,7.4,850,Female,3
2003,5,2.1,560,Male,3
2003,18,5.4,800,Female,3
2003,9,3.2,680,Female,2
2003,9,3.5,710,Female,3
2003,27,2.9,680,Male,3
2003,6,1.8,550,Female,1
2003,8,3.5,680,Female,3
2003,5,4.1,710,Female,3
2003,14,3,640,Male,6
2003,21,4.9,760,Female,3
2003,10,4,740,Female,3
2003,18,6.2,790,Male,6
2003,6,3.4,680,Female,3
2003,13,2.5,610,Female,2
2003,9,2.7,610,Male,3
2003,6,3.1,630,Male,3
2003,36,4.6,760,Male,6
2003,6,3.8,690,Male,3
2003,9,2.8,610,Male,3
2003,7,2.7,600,Male,2
2003,22,4.9,750,Female,2
2003,7,5.5,780,Female,3
2003,7,5.5,780,Female,3
2003,7,3.4,680,Female,6
2003,7,6.4,820,Female,3
2003,6,6.8,820,Female,3
2003,7,6.6,830,Female,3
2003,7,2.4,610,Male,3
2003,17,6.1,810,Male,3
2003,27,6.8,860,Female,3
2003,12,4.4,730,Female,2
2003,16,3.1,650,Male,3
2003,10,2.6,600,Male,3
2003,20,2.7,610,Male,3
2003,12,2.4,590,Male,3
2003,14,4.2,710,Female,2
2003,10,2.5,600,Male,3
2003,7,7,830,Female,3
2003,6,3.2,640,Male,3
2003,10,3.2,630,Male,3
2003,26,2,580,Male,1
2003,9,2.7,620,Male,3
2003,8,3.6,690,Female,2
2003,6,4,720,Female,3
2003,7,3.7,700,Female,3
2003,17,4.2,680,Male,3
2003,7,3.1,640,Female,2
2003,9,4.5,730,Female,3
2003,27,7.4,910,Female,5
2003,28,5.2,800,Female,6
2003,8,3.3,660,Male,6
2003,10,3.1,630,Female,3
2003,8,2.3,560,Male,6
2003,8,3.5,660,Female,6
2003,7,2.6,620,Female,6
2003,42,8.7,920,Female,3
2003,7,2.4,600,Male,3
2003,7,3.4,700,Female,3
2003,6,2.2,590,Female,6
2003,4,2.5,600,Female,2
2003,4,2.8,650,Female,6
2003,5,1.8,560,Female,2
2003,6,3,630,Female,6
2003,26,7.6,860,Female,3
2003,6,3.5,650,Female,6
2003,32,4.7,740,Male,6
2003,10,3.4,670,Female,3
2003,6,4.2,700,Female,3
2003,6,3.2,640,Male,6
2003,6,2.6,610,Female,6
2003,18,5,770,Female,3
2003,9,2.5,600,Male,6
2003,11,4.3,720,Female,6
2003,35,6.3,830,Female,6
2003,22,7.1,870,Female,3
2003,6,2.3,580,Male,2
2003,7,2,560,Male,2
2003,14,8.4,920,Female,3
2003,32,2.4,610,Male,3
2003,7,4.4,730,Male,3
2003,11,1.9,570,Female,2
2003,6,2.6,620,Female,2
2003,7,3.5,650,Female,3
2003,6,2.5,620,Female,2
2003,6,3.7,710,Female,2
2003,9,5.8,770,Female,3
2003,9,1.8,550,Male,2
2003,21,3.1,650,Male,3
2003,30,3.2,650,Male,3
2003,7,4.2,710,Female,3
2003,9,3.7,670,Male,3
2003,8,2,580,Female,2
2003,6,2,590,Female,6
2003,52,9.2,950,Female,5
2003,7,2.3,600,Female,6
2003,63,8.9,950,Female,5
2003,8,2.7,610,Male,3
2003,8,3.6,700,Female,5
2003,28,4.4,740,Male,6
2003,6,3.5,710,Female,6
2003,7,3.2,680,Female,3
2003,11,3.7,720,Female,5
2003,11,3.5,680,Female,5
2003,8,2.4,600,Male,3
2003,20,3.4,670,Male,3
2003,9,2.3,590,Female,3
2003,6,1.7,570,Male,2
2003,34,5.8,800,Female,3
2003,7,2.4,600,Male,3
2003,7,3.2,660,Female,3
2003,35,4.8,770,Male,3
2003,12,2.3,580,Female,2
2003,9,2.7,610,Female,3
2003,12,4.2,700,Female,3
2003,10,3,610,Male,3
2003,14,2.7,630,Female,3
2003,6,2.1,590,Male,1
2003,17,4.9,750,Female,3
2003,9,4,700,Female,3
2003,7,3.5,650,Male,3
2003,10,4.7,760,Female,3
2003,4,1.7,560,Female,2
2003,16,2.6,620,Male,3
2003,9,1.6,590,Male,3
2003,26,2.1,690,Male,3
2003,23,3.2,710,Male,3
2003,5,1.1,570,Female,2
2003,11,1.9,580,Female,2
2003,17,2.9,630,Male,3
2003,5,3.2,650,Female,6
2003,10,3.7,710,Female,3
2003,7,3.8,690,Female,3
2003,10,4.3,740,Female,3
2003,10,4,720,Female,3
2003,59,4.9,730,Male,6
2003,9,2.6,590,Male,3
2003,16,3.5,670,Female,3
2003,9,3.8,670,Female,3
2003,8,2.8,620,Male,3
2003,9,3.5,710,Female,3
2003,12,3.3,660,Male,3
2003,42,5.9,730,Male,6
2003,5,2,560,Male,1
2003,6,2.1,580,Male,3
2003,6,2.1,580,Male,2
2003,5,2.5,600,Male,2
2003,6,1.7,560,Female,2
2003,20,3.4,660,Male,3
2003,7,1.6,540,Female,2
2003,8,4.3,730,Female,5
2003,7,2,600,Female,3
2003,9,3,670,Female,3
2003,12,3.1,660,Female,3
2003,16,4.1,720,Male,3
2003,24,2.8,630,Male,6
2003,24,3.1,670,Male,3
2003,13,4.9,780,Female,6
2003,9,2.8,640,Female,6
2003,11,3.7,700,Female,6
2003,8,3.1,660,Female,6
2003,9,3.5,670,Female,6
2003,6,2.4,620,Male,3
2003,52,4.9,740,Female,3
2003,24,3.7,700,Male,3
2003,42,3.2,660,Male,3
2003,3,1.8,550,Male,1
2003,9,2.9,640,Male,3
2003,21,8,860,Female,3
2003,6,3.5,670,Female,3
2003,7,2.6,600,Male,2
2003,7,4,700,Female,5
2003,6,2.7,620,Male,3
2003,7,2.3,590,Male,2
2003,5,1.6,560,Female,2
2003,11,2.6,620,Male,3
2003,9,3,640,Male,3
2003,23,2.9,660,Male,3
2003,6,1.4,540,Male,1
2003,7,1.8,560,Female,2
2003,29,6.5,820,Female,3
2003,11,3.5,660,Male,3
2003,12,3.3,660,Female,3
2003,29,7.3,870,Female,3
2003,15,2.4,590,Male,3
2003,7,2.4,590,Male,3
2003,15,4.2,720,Male,3
2003,9,3.6,690,Female,3
2003,15,2.8,650,Male,3
2003,9,5.1,760,Female,3
2003,10,3.9,730,Female,5
2003,16,8,880,Female,3
2003,27,4.8,770,Female,3
2003,23,4.9,770,Female,3
2003,28,6.8,860,Female,5
2003,12,2.9,630,Male,3
2003,21,4.4,760,Female,3
2003,29,5.3,780,Female,6
2003,10,4.5,750,Female,3
2003,22,5,760,Female,3
2003,20,2.8,630,Male,3
2003,8,2.7,650,Female,3
2003,23,2.6,610,Male,3
2003,9,3.9,700,Female,6
2003,20,4.6,760,Female,5
2003,49,10.2,990,Female,5
2003,31,4.2,720,Female,3
2003,8,3.1,650,Male,3
2003,21,5.9,790,Female,5
2003,6,4.2,690,Male,3
2003,26,4.1,730,Female,3
2003,7,4.5,690,Female,3
2003,8,3,650,Female,3
2003,8,3.4,710,Female,5
2003,22,3.4,680,Male,3
2003,9,2.6,630,Female,2
2003,6,3,640,Female,5
2003,8,3.2,670,Female,2
2003,8,4.2,700,Female,3
2003,10,4,700,Female,3
2003,28,5.9,820,Female,5
2003,9,3.4,700,Female,3
2003,23,3.2,670,Male,6
2003,15,3.1,650,Male,3
2003,20,4.8,760,Female,5
2003,14,3,690,Female,5
2003,9,2.7,640,Male,3
2003,16,4.9,770,Female,5
2003,18,7.1,890,Female,5
2003,12,2.5,640,Female,2
2003,7,2.3,630,Female,3
2003,25,3.1,650,Male,3
2003,16,3.2,700,Male,3
2003,7,5.3,810,Female,5
2003,7,3.9,680,Male,3
2003,21,4.5,750,Female,5
2003,15,2.4,610,Male,2
2003,21,2.8,640,Male,3
2003,7,3.1,650,Female,5
2003,20,5.5,790,Female,3
2003,26,3.1,670,Male,3
2003,12,2.5,600,Male,3
2003,9,3.4,670,Female,3
2003,21,4.2,700,Male,3
2003,8,2.5,640,Female,2
2003,17,3.2,680,Male,3
2003,27,6.1,810,Female,3
2003,12,3.3,660,Male,3
2003,10,2.7,640,Male,2
2003,8,2.6,660,Female,5
2003,8,3.7,690,Female,5
2003,8,2.9,620,Male,3
2003,11,3.1,650,Female,3
2003,8,4.1,720,Female,5
2003,6,2.2,600,Male,3
2003,28,9.2,950,Female,3
2003,44,3.5,740,Male,6
2003,7,2.4,610,Male,3
2003,10,4.9,820,Female,3
2003,10,3.1,650,Male,3
2003,8,4,720,Female,3
2003,7,2.8,630,Female,3
2003,19,4.7,750,Male,3
2003,11,2.3,590,Male,2
2003,6,3.5,690,Female,3
2003,19,6.7,840,Female,3
2003,8,3,650,Female,6
2003,7,2.4,640,Female,2
2003,38,6.4,870,Female,5
2003,8,2.4,590,Male,2
2003,5,1.9,570,Male,2
2003,7,3.6,690,Female,3
2003,22,3,670,Male,3
2003,9,1.9,560,Female,2
2003,11,2.2,600,Female,2
2003,8,2.7,610,Female,2
2003,9,2.8,650,Female,2
2003,5,2.4,590,Male,2
2003,6,3.3,670,Female,6
2003,8,3.7,650,Female,2
2003,14,4,700,Female,3
2003,16,2.8,630,Male,3
2003,6,1.3,510,Male,1
2003,9,2.1,580,Female,2
2003,24,4.7,750,Female,3
2003,43,4.1,740,Male,3
