Survey,Year,Cruise Join ID,Haul Join ID,Cruise Number,Vessel Number,Haul Number,Starting Latitude (dd),Starting Longitude (dd),Ending Latitude (dd),Ending Longitude (dd),Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Domain,Density,Gear Performance,Satifactory Gear Performance,Gear Performance Description,Gear Depth,Bottom Depth,Specimen ID,Biostratum,Species Code,Common Name,Scientific Name,Length (mm),Sex,Weight (gm),Age (years),Maturity,Maturity Table,Gonad Weight,Specimen Subsample Method,Specimen Sample Type,Age Determination Method,AKFIN Load Date
EBS_SHELF,2015,-697,-14122,201501,94,56,57.68633,-166.50175,57.6622,-166.51743,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,64,66,2,0,10115,Greenland turbot,Reinhardtius hippoglossoides,550,Female,1366,6,,,,6,1,3,16-Oct-20
EBS_SHELF,2019,-726,-19305,201901,94,162,59.97039,-171.30051,59.99549,-171.30382,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,67,69,14,0,10115,Greenland turbot,Reinhardtius hippoglossoides,710,Female,3405,10,,,,6,1,8,16-Oct-20
EBS_SHELF,2019,-726,-19402,201901,94,165,60.33568,-171.36549,60.33988,-171.31384,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,64,66,17,0,10115,Greenland turbot,Reinhardtius hippoglossoides,720,Female,3530,10,,,,6,1,8,16-Oct-20
EBS_SHELF,2019,-726,-19410,201901,94,169,60.68481,-172.11585,60.65931,-172.10832,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,59,61,25,0,10115,Greenland turbot,Reinhardtius hippoglossoides,760,Female,3975,9,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14560,201501,94,127,58.65545,-170.42843,58.67787,-170.45499,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,71,73,4,0,10115,Greenland turbot,Reinhardtius hippoglossoides,510,Male,1078,7,,,,6,1,8,16-Oct-20
EBS_SHELF,2017,-711,-16991,201701,162,142,60.65986,-174.12038,60.68313,-174.13668,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,84,86,41,0,10115,Greenland turbot,Reinhardtius hippoglossoides,610,Male,1970,10,,,,6,1,8,16-Oct-20
EBS_SHELF,2017,-711,-16992,201701,162,143,60.97653,-174.16499,60.99489,-174.20033,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,81,83,42,0,10115,Greenland turbot,Reinhardtius hippoglossoides,590,Male,1645,10,,,,6,1,8,16-Oct-20
EBS_SHELF,2017,-711,-16992,201701,162,143,60.97653,-174.16499,60.99489,-174.20033,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,81,83,50,0,10115,Greenland turbot,Reinhardtius hippoglossoides,660,Female,2605,8,,,,6,1,8,16-Oct-20
EBS_SHELF,2017,-711,-16992,201701,162,143,60.97653,-174.16499,60.99489,-174.20033,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,81,83,52,0,10115,Greenland turbot,Reinhardtius hippoglossoides,490,Female,885,5,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-698,-14397,201501,162,131,58.3223,-169.72886,58.34535,-169.74906,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,67,69,2,0,10115,Greenland turbot,Reinhardtius hippoglossoides,500,Male,1120,6,,,,6,1,3,16-Oct-20
EBS_SHELF,2015,-698,-14409,201501,162,146,58.68196,-171.08437,58.65676,-171.07839,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,81,83,9,0,10115,Greenland turbot,Reinhardtius hippoglossoides,550,Female,1366,8,,,,6,1,8,16-Oct-20
EBS_SHELF,2017,-712,-16970,201701,94,165,58.98244,-171.78222,59.00727,-171.78198,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,85,87,3,0,10115,Greenland turbot,Reinhardtius hippoglossoides,570,Male,1562,11,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15628,201601,94,129,58.98438,-171.77906,59.00984,-171.78018,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,85,87,6,0,10115,Greenland turbot,Reinhardtius hippoglossoides,610,Female,2296,8,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15632,201601,94,133,59.65009,-171.24113,59.67488,-171.24819,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,70,73,19,0,10115,Greenland turbot,Reinhardtius hippoglossoides,530,Male,1254,7,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15634,201601,94,134,59.93446,-171.2959,59.95954,-171.30211,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,68,70,24,0,10115,Greenland turbot,Reinhardtius hippoglossoides,580,Female,1460,7,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15634,201601,94,134,59.93446,-171.2959,59.95954,-171.30211,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,68,70,28,0,10115,Greenland turbot,Reinhardtius hippoglossoides,570,Male,1678,11,,,,6,1,8,16-Oct-20
EBS_SHELF,2018,-722,-17868,201801,94,144,59.31188,-171.16664,59.33785,-171.16111,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,73,75,9,0,10115,Greenland turbot,Reinhardtius hippoglossoides,680,Female,3036,10,,,,6,1,8,16-Oct-20
EBS_SHELF,2018,-722,-17869,201801,94,145,59.64768,-171.2475,59.67222,-171.25329,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,70,72,17,0,10115,Greenland turbot,Reinhardtius hippoglossoides,660,Male,2326,8,,,,6,1,8,16-Oct-20
EBS_SHELF,2018,-722,-18031,201801,94,181,60.66895,-172.14139,60.67046,-172.08928,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,59,61,42,0,10115,Greenland turbot,Reinhardtius hippoglossoides,650,Female,2878,9,,,,6,1,8,16-Oct-20
EBS_SHELF,2018,-723,-18166,201801,162,173,60.65361,-174.79623,60.67327,-174.8291,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,95,97,15,0,10115,Greenland turbot,Reinhardtius hippoglossoides,630,Female,2448,9,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14503,201501,94,90,58.68797,-169.15304,58.66246,-169.14792,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,61,63,3,0,10115,Greenland turbot,Reinhardtius hippoglossoides,520,Male,1152,7,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14542,201501,94,133,59.02378,-172.4501,58.99905,-172.44525,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,96,98,15,0,10115,Greenland turbot,Reinhardtius hippoglossoides,500,Male,1106,6,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14542,201501,94,133,59.02378,-172.4501,58.99905,-172.44525,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,96,98,11,0,10115,Greenland turbot,Reinhardtius hippoglossoides,500,Male,976,,,,,6,1,,16-Oct-20
EBS_SHELF,2019,-726,-19302,201901,94,159,59.82699,-172.26662,59.84254,-172.22493,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,74,76,9,0,10115,Greenland turbot,Reinhardtius hippoglossoides,730,Female,3285,9,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14699,201501,94,145,59.3243,-173.16511,59.35079,-173.16874,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,99,101,45,0,10115,Greenland turbot,Reinhardtius hippoglossoides,490,Female,994,8,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14699,201501,94,145,59.3243,-173.16511,59.35079,-173.16874,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,99,101,47,0,10115,Greenland turbot,Reinhardtius hippoglossoides,460,Female,732,6,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14700,201501,94,146,59.48089,-173.50303,59.50598,-173.51129,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,101,103,55,0,10115,Greenland turbot,Reinhardtius hippoglossoides,610,Female,1850,,,,,6,1,,16-Oct-20
EBS_SHELF,2015,-697,-14700,201501,94,146,59.48089,-173.50303,59.50598,-173.51129,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,101,103,58,0,10115,Greenland turbot,Reinhardtius hippoglossoides,580,Female,1792,8,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14700,201501,94,146,59.48089,-173.50303,59.50598,-173.51129,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,101,103,64,0,10115,Greenland turbot,Reinhardtius hippoglossoides,450,Male,758,6,,,,6,1,8,16-Oct-20
EBS_SHELF,2017,-711,-16985,201701,162,136,60.31937,-172.05525,60.34438,-172.05857,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,57,59,32,0,10115,Greenland turbot,Reinhardtius hippoglossoides,500,Male,915,,,,,6,1,,16-Oct-20
EBS_SHELF,2019,-726,-19416,201901,94,156,59.65889,-172.57127,59.68346,-172.55753,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,82,84,8,0,10115,Greenland turbot,Reinhardtius hippoglossoides,730,Female,4155,11,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-698,-14538,201501,162,160,59.66297,-173.26573,59.6703,-173.218,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,93,95,32,0,10115,Greenland turbot,Reinhardtius hippoglossoides,480,Female,904,5,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15623,201601,94,140,59.67063,-172.53383,59.66815,-172.5839,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,83,85,37,0,10115,Greenland turbot,Reinhardtius hippoglossoides,500,Male,986,9,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15624,201601,94,141,59.51067,-172.86026,59.49329,-172.89794,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,92,94,39,0,10115,Greenland turbot,Reinhardtius hippoglossoides,560,Male,1398,7,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15639,201601,94,142,59.49043,-173.48431,59.5066,-173.52481,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,100,102,43,0,10115,Greenland turbot,Reinhardtius hippoglossoides,540,Female,1416,6,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15639,201601,94,142,59.49043,-173.48431,59.5066,-173.52481,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,100,102,45,0,10115,Greenland turbot,Reinhardtius hippoglossoides,570,Male,1576,8,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15644,201601,94,147,60.13342,-173.77028,60.1081,-173.78124,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,87,89,54,0,10115,Greenland turbot,Reinhardtius hippoglossoides,550,Female,1394,6,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15646,201601,94,149,59.84253,-173.56931,59.82362,-173.60352,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,93,95,55,0,10115,Greenland turbot,Reinhardtius hippoglossoides,590,Female,2014,8,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15646,201601,94,149,59.84253,-173.56931,59.82362,-173.60352,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,93,95,56,0,10115,Greenland turbot,Reinhardtius hippoglossoides,550,Male,1306,6,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15663,201601,94,153,60.15674,-174.34879,60.17915,-174.36644,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,98,100,68,0,10115,Greenland turbot,Reinhardtius hippoglossoides,470,Male,898,6,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15663,201601,94,153,60.15674,-174.34879,60.17915,-174.36644,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,98,100,69,0,10115,Greenland turbot,Reinhardtius hippoglossoides,540,Male,1336,7,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15663,201601,94,153,60.15674,-174.34879,60.17915,-174.36644,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,98,100,71,0,10115,Greenland turbot,Reinhardtius hippoglossoides,210,Male,56,2,,,,6,1,3,16-Oct-20
EBS_SHELF,2016,-706,-15782,201601,94,180,59.33034,-172.51668,59.32863,-172.46645,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,85,87,167,0,10115,Greenland turbot,Reinhardtius hippoglossoides,660,Female,3096,11,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15782,201601,94,180,59.33034,-172.51668,59.32863,-172.46645,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,85,87,168,0,10115,Greenland turbot,Reinhardtius hippoglossoides,500,Male,1062,,,,,6,1,,16-Oct-20
EBS_SHELF,2019,-726,-19300,201901,94,152,58.99056,-173.06274,59.01651,-173.06973,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,104,106,5,0,10115,Greenland turbot,Reinhardtius hippoglossoides,760,Female,4395,10,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14728,201501,94,174,60.67342,-175.45615,60.64836,-175.44153,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,105,107,137,0,10115,Greenland turbot,Reinhardtius hippoglossoides,400,Female,514,4,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14729,201501,94,175,60.34633,-175.39716,60.32083,-175.37735,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,110,112,146,0,10115,Greenland turbot,Reinhardtius hippoglossoides,330,Male,242,3,,,,6,1,3,16-Oct-20
EBS_SHELF,2015,-697,-14729,201501,94,175,60.34633,-175.39716,60.32083,-175.37735,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,110,112,148,0,10115,Greenland turbot,Reinhardtius hippoglossoides,240,Male,104,2,,,,6,1,3,16-Oct-20
EBS_SHELF,2015,-697,-14731,201501,94,177,60.01234,-175.26984,59.98621,-175.26279,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,115,117,154,0,10115,Greenland turbot,Reinhardtius hippoglossoides,620,Female,2090,9,,,,6,1,8,16-Oct-20
EBS_SHELF,2017,-711,-17008,201701,162,145,60.67647,-175.47543,60.65171,-175.46194,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,106,108,59,0,10115,Greenland turbot,Reinhardtius hippoglossoides,590,Female,1850,9,,,,6,1,8,16-Oct-20
EBS_SHELF,2017,-711,-17009,201701,162,146,60.35919,-175.37941,60.33408,-175.37364,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,109,111,62,0,10115,Greenland turbot,Reinhardtius hippoglossoides,400,Male,520,4,,,,6,1,3,16-Oct-20
EBS_SHELF,2019,-726,-19451,201901,94,187,60.00054,-176.65216,60.0007,-176.70274,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,140,142,34,0,10115,Greenland turbot,Reinhardtius hippoglossoides,750,Female,4565,11,,,,6,1,8,16-Oct-20
EBS_SHELF,2019,-726,-19452,201901,94,188,59.99736,-177.1865,60.01603,-177.22383,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,135,136,35,0,10115,Greenland turbot,Reinhardtius hippoglossoides,780,Female,3860,12,,,,6,1,8,16-Oct-20
EBS_SHELF,2019,-726,-19457,201901,94,193,60.66132,-176.19445,60.68568,-176.20982,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,116,119,44,0,10115,Greenland turbot,Reinhardtius hippoglossoides,790,Female,5170,12,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-698,-14535,201501,162,157,58.32782,-172.29541,58.35212,-172.30718,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,101,103,21,0,10115,Greenland turbot,Reinhardtius hippoglossoides,530,Male,1168,6,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-698,-14535,201501,162,157,58.32782,-172.29541,58.35212,-172.30718,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,101,103,23,0,10115,Greenland turbot,Reinhardtius hippoglossoides,570,Male,1554,,,,,6,1,,16-Oct-20
EBS_SHELF,2015,-698,-14740,201501,162,194,60.66864,-177.5454,60.67097,-177.49482,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,145,147,176,0,10115,Greenland turbot,Reinhardtius hippoglossoides,770,Male,4180,23,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-698,-14742,201501,162,196,60.66776,-176.2238,60.66203,-176.17461,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,117,119,189,0,10115,Greenland turbot,Reinhardtius hippoglossoides,640,Female,2386,10,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-698,-14742,201501,162,196,60.66776,-176.2238,60.66203,-176.17461,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,117,119,191,0,10115,Greenland turbot,Reinhardtius hippoglossoides,850,Female,6905,12,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-698,-14747,201501,162,201,59.6571,-176.51217,59.66904,-176.55449,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,134,136,212,0,10115,Greenland turbot,Reinhardtius hippoglossoides,790,Female,5475,19,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-698,-14750,201501,162,204,60.32683,-177.3449,60.32345,-177.38748,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,146,148,217,0,10115,Greenland turbot,Reinhardtius hippoglossoides,780,Male,4616,24,,,,6,1,8,16-Oct-20
EBS_SHELF,2017,-712,-17036,201701,94,202,60.33185,-176.0002,60.3313,-176.05273,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,119,121,25,0,10115,Greenland turbot,Reinhardtius hippoglossoides,690,Female,3242,10,,,,6,1,8,16-Oct-20
EBS_SHELF,2017,-712,-17037,201701,94,203,60.34161,-176.69,60.34346,-176.73914,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,135,137,31,0,10115,Greenland turbot,Reinhardtius hippoglossoides,600,Male,2036,10,,,,6,1,8,16-Oct-20
EBS_SHELF,2017,-712,-17037,201701,94,203,60.34161,-176.69,60.34346,-176.73914,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,135,137,34,0,10115,Greenland turbot,Reinhardtius hippoglossoides,550,Male,1398,11,,,,6,1,8,16-Oct-20
EBS_SHELF,2017,-712,-17037,201701,94,203,60.34161,-176.69,60.34346,-176.73914,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,135,137,36,0,10115,Greenland turbot,Reinhardtius hippoglossoides,760,Female,4202,11,,,,6,1,8,16-Oct-20
EBS_SHELF,2017,-712,-17038,201701,94,204,60.65346,-176.79261,60.67869,-176.79444,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,128,130,44,0,10115,Greenland turbot,Reinhardtius hippoglossoides,610,Female,2326,11,,,,6,1,8,16-Oct-20
EBS_SHELF,2017,-712,-17048,201701,94,205,60.68231,-176.23854,60.68316,-176.18497,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,117,119,45,0,10115,Greenland turbot,Reinhardtius hippoglossoides,610,Male,2372,9,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15668,201601,94,158,60.66796,-175.42856,60.66888,-175.47997,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,105,107,89,0,10115,Greenland turbot,Reinhardtius hippoglossoides,200,Female,52,2,,,,6,1,3,16-Oct-20
EBS_SHELF,2016,-706,-15672,201601,94,162,60.67843,-176.21289,60.66904,-176.16391,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,117,119,128,0,10115,Greenland turbot,Reinhardtius hippoglossoides,420,Male,552,6,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15672,201601,94,162,60.67843,-176.21289,60.66904,-176.16391,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,117,119,130,0,10115,Greenland turbot,Reinhardtius hippoglossoides,380,Male,480,,,,,6,1,,16-Oct-20
EBS_SHELF,2016,-706,-15672,201601,94,162,60.67843,-176.21289,60.66904,-176.16391,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,117,119,133,0,10115,Greenland turbot,Reinhardtius hippoglossoides,390,Male,476,5,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15752,201601,94,163,60.33477,-176.07936,60.33669,-176.02721,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,121,123,138,0,10115,Greenland turbot,Reinhardtius hippoglossoides,600,Female,1898,9,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15774,201601,94,176,58.99414,-173.70457,59.01191,-173.74031,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,115,117,161,0,10115,Greenland turbot,Reinhardtius hippoglossoides,670,Female,2726,10,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15809,201601,94,167,60.00087,-175.25415,60.00078,-175.30593,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,116,118,151,0,10115,Greenland turbot,Reinhardtius hippoglossoides,510,Male,1046,10,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15810,201601,94,168,60.00616,-175.91106,59.99205,-175.92956,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,127,129,154,0,10115,Greenland turbot,Reinhardtius hippoglossoides,810,Female,5340,14,,,,6,1,8,16-Oct-20
EBS_SHELF,2018,-722,-18012,201801,94,191,60.68533,-176.21321,60.6614,-176.20297,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,117,119,73,0,10115,Greenland turbot,Reinhardtius hippoglossoides,720,Female,3498,12,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-707,-15761,201601,162,170,60.66763,-177.55344,60.67009,-177.50341,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,146,148,143,0,10115,Greenland turbot,Reinhardtius hippoglossoides,730,Female,3880,10,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-707,-15765,201601,162,174,60.35076,-176.71613,60.32756,-176.70879,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,135,137,151,0,10115,Greenland turbot,Reinhardtius hippoglossoides,570,Female,1810,6,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-707,-15765,201601,162,174,60.35076,-176.71613,60.32756,-176.70879,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,135,137,152,0,10115,Greenland turbot,Reinhardtius hippoglossoides,630,Female,2300,10,,,,6,1,8,16-Oct-20
EBS_SHELF,2018,-723,-18149,201801,162,180,59.31617,-176.38035,59.34031,-176.39524,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,134,136,32,0,10115,Greenland turbot,Reinhardtius hippoglossoides,680,Female,3588,9,,,,6,1,8,16-Oct-20
EBS_SHELF,2018,-723,-18150,201801,162,181,59.62556,-176.513,59.64916,-176.52776,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,133,135,34,0,10115,Greenland turbot,Reinhardtius hippoglossoides,720,Female,3714,9,,,,6,1,8,16-Oct-20
EBS_SHELF,2018,-723,-18167,201801,162,174,60.67517,-175.44788,60.64976,-175.44842,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,105,107,28,0,10115,Greenland turbot,Reinhardtius hippoglossoides,700,Female,4312,11,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14714,201501,94,162,59.99087,-174.59571,60.01637,-174.60879,62,,,,"100-200 m, NW section, high density, St. Matthew - OUTER DOMAIN",,,,,0,Y,Good performance,107,109,107,0,10115,Greenland turbot,Reinhardtius hippoglossoides,370,Male,426,5,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14714,201501,94,162,59.99087,-174.59571,60.01637,-174.60879,62,,,,"100-200 m, NW section, high density, St. Matthew - OUTER DOMAIN",,,,,0,Y,Good performance,107,109,109,0,10115,Greenland turbot,Reinhardtius hippoglossoides,480,Male,892,6,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14715,201501,94,147,59.35537,-173.81325,59.33179,-173.83752,62,,,,"100-200 m, NW section, high density, St. Matthew - OUTER DOMAIN",,,,,0,Y,Good performance,108,110,71,0,10115,Greenland turbot,Reinhardtius hippoglossoides,760,Female,4700,11,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14715,201501,94,147,59.35537,-173.81325,59.33179,-173.83752,62,,,,"100-200 m, NW section, high density, St. Matthew - OUTER DOMAIN",,,,,0,Y,Good performance,108,110,80,0,10115,Greenland turbot,Reinhardtius hippoglossoides,480,Male,862,6,,,,6,1,8,16-Oct-20
EBS_SHELF,2015,-697,-14717,201501,94,163,60.32317,-174.7142,60.34916,-174.71897,62,,,,"100-200 m, NW section, high density, St. Matthew - OUTER DOMAIN",,,,,0,Y,Good performance,101,103,113,0,10115,Greenland turbot,Reinhardtius hippoglossoides,410,Male,510,5,,,,6,1,8,16-Oct-20
EBS_SHELF,2016,-706,-15648,201601,94,151,59.82046,-174.24087,59.84479,-174.24439,62,,,,"100-200 m, NW section, high density, St. Matthew - OUTER DOMAIN",,,,,0,Y,Good performance,106,108,59,0,10115,Greenland turbot,Reinhardtius hippoglossoides,620,Female,1962,7,,,,6,1,8,16-Oct-20
